id,phone,rssi_raw,rssi_median,rssi_kalman,distance
327649634,0,-42.0,-42.0,-39.8,0.5
327649634,0,-41.0,-42.0,-39.9,0.5
327649634,0,-41.0,-42.0,-40.0,0.5
327649634,0,-40.0,-42.0,-40.0,0.5
327649634,0,-41.0,-42.0,-40.1,0.5
327649634,0,-42.0,-42.0,-40.1,0.5
327649634,0,-42.0,-42.0,-40.2,0.5
327649634,0,-42.0,-42.0,-40.3,0.5
327649634,0,-42.0,-42.0,-40.3,0.5
327649634,0,-42.0,-42.0,-40.4,0.5
327649634,0,-42.0,-42.0,-40.4,0.5
327649634,0,-41.0,-42.0,-40.5,0.5
327649634,0,-42.0,-42.0,-40.5,0.5
327649634,0,-42.0,-42.0,-40.5,0.5
327649634,0,-42.0,-42.0,-40.6,0.5
327649634,0,-42.0,-42.0,-40.6,0.5
716634673,1,-66.0,-44.0,-42.4,0.5
327649634,0,-42.0,-42.0,-40.7,0.5
327649634,0,-42.0,-42.0,-40.7,0.5
327649634,0,-42.0,-42.0,-40.7,0.5
327649634,0,-42.0,-42.0,-40.8,0.5
327649634,0,-42.0,-42.0,-40.8,0.5
327649634,0,-41.0,-42.0,-40.8,0.5
327649634,0,-42.0,-42.0,-40.9,0.5
327649634,0,-42.0,-42.0,-40.9,0.5
327649634,0,-42.0,-42.0,-40.9,0.5
327649634,0,-37.0,-42.0,-40.9,0.5
327649634,0,-37.0,-42.0,-41.0,0.5
327649634,0,-38.0,-42.0,-41.0,0.5
716634673,1,-41.0,-44.5,-42.6,0.5
327649634,0,-38.0,-42.0,-41.0,0.5
327649634,0,-37.0,-42.0,-41.0,0.5
716634673,1,-41.0,-44.0,-42.7,0.5
327649634,0,-38.0,-42.0,-41.1,0.5
327649634,0,-37.0,-42.0,-41.1,0.5
327649634,0,-37.0,-42.0,-41.1,0.5
327649634,0,-37.0,-42.0,-41.1,0.5
327649634,0,-37.0,-42.0,-41.1,0.5
327649634,0,-37.0,-42.0,-41.2,0.5
327649634,0,-37.0,-42.0,-41.2,0.5
327649634,0,-37.0,-42.0,-41.2,0.5
327649634,0,-37.0,-42.0,-41.2,0.5
327649634,0,-37.0,-42.0,-41.2,0.5
327649634,0,-37.0,-42.0,-41.2,0.5
327649634,0,-37.0,-41.5,-41.2,0.5
716634673,1,-41.0,-44.0,-42.8,0.5
327649634,0,-36.0,-41.0,-41.2,0.5
327649634,0,-36.0,-41.0,-41.2,0.5
327649634,0,-36.0,-41.0,-41.2,0.5
327649634,0,-36.0,-41.0,-41.2,0.5
327649634,0,-36.0,-41.0,-41.2,0.5
716634673,1,-38.0,-44.0,-42.9,0.5
327649634,0,-36.0,-41.0,-41.2,0.5
327649634,0,-36.0,-40.5,-41.2,0.5
327649634,0,-36.0,-39.0,-41.2,0.5
327649634,0,-36.0,-38.0,-41.1,0.5
327649634,0,-36.0,-38.0,-41.1,0.5
327649634,0,-36.0,-37.5,-41.0,0.5
327649634,0,-36.0,-37.0,-40.9,0.5
327649634,0,-36.0,-37.0,-40.8,0.5
327649634,0,-36.0,-37.0,-40.8,0.5
327649634,0,-36.0,-37.0,-40.7,0.5
327649634,0,-36.0,-37.0,-40.6,0.5
716634673,1,-38.0,-43.5,-42.9,0.5
327649634,0,-36.0,-37.0,-40.6,0.5
327649634,0,-36.0,-37.0,-40.5,0.5
327649634,0,-36.0,-37.0,-40.4,0.5
327649634,0,-36.0,-37.0,-40.3,0.5
716634673,1,-38.0,-43.0,-42.9,0.5
327649634,0,-36.0,-37.0,-40.3,0.5
327649634,0,-36.0,-37.0,-40.2,0.5
327649634,0,-36.0,-37.0,-40.1,0.5
327649634,0,-41.0,-37.0,-40.1,0.5
327649634,0,-41.0,-37.0,-40.0,0.5
716634673,1,-42.0,-43.0,-42.9,0.5
327649634,0,-41.0,-37.0,-39.9,0.5
327649634,0,-41.0,-37.0,-39.9,0.5
327649634,0,-41.0,-37.0,-39.8,0.5
327649634,0,-41.0,-37.0,-39.7,0.5
716634673,1,-42.0,-43.0,-42.9,0.5
327649634,0,-41.0,-37.0,-39.7,0.5
327649634,0,-41.0,-37.0,-39.6,0.5
327649634,0,-41.0,-37.0,-39.6,0.5
327649634,0,-41.0,-37.0,-39.5,0.5
327649634,0,-41.0,-37.0,-39.4,0.5
327649634,0,-41.0,-37.0,-39.4,0.5
716634673,1,-41.0,-42.5,-42.9,0.5
327649634,0,-41.0,-37.0,-39.3,0.5
327649634,0,-41.0,-37.0,-39.3,0.5
327649634,0,-41.0,-37.0,-39.2,0.5
716634673,1,-41.0,-42.0,-42.9,0.5
327649634,0,-41.0,-37.0,-39.2,0.5
327649634,0,-37.0,-37.0,-39.1,0.5
327649634,0,-37.0,-37.0,-39.1,0.5
327649634,0,-37.0,-37.0,-39.0,0.5
716634673,1,-41.0,-41.0,-42.8,0.5
327649634,0,-37.0,-37.0,-39.0,0.5
327649634,0,-37.0,-37.0,-38.9,0.5
327649634,0,-37.0,-37.0,-38.9,0.5
327649634,0,-37.0,-37.0,-38.8,0.5
327649634,0,-37.0,-37.0,-38.8,0.5
716634673,1,-41.0,-41.0,-42.7,0.5
327649634,0,-36.0,-37.0,-38.8,0.5
327649634,0,-37.0,-37.0,-38.7,0.5
327649634,0,-37.0,-37.0,-38.7,0.5
327649634,0,-37.0,-37.0,-38.7,0.5
327649634,0,-37.0,-37.0,-38.6,0.5
716634673,1,-41.0,-41.0,-42.6,0.5
327649634,0,-37.0,-37.0,-38.6,0.5
327649634,0,-36.0,-37.0,-38.5,0.5
327649634,0,-37.0,-37.0,-38.5,0.5
327649634,0,-37.0,-37.0,-38.5,0.5
327649634,0,-36.0,-37.0,-38.4,0.5
327649634,0,-37.0,-37.0,-38.4,0.5
716634673,1,-41.0,-41.0,-42.5,0.5
327649634,0,-37.0,-37.0,-38.4,0.5
327649634,0,-37.0,-37.0,-38.4,0.5
327649634,0,-37.0,-37.0,-38.3,0.5
327649634,0,-37.0,-37.0,-38.3,0.5
327649634,0,-36.0,-37.0,-38.3,0.5
327649634,0,-37.0,-37.0,-38.3,0.5
327649634,0,-37.0,-37.0,-38.2,0.5
327649634,0,-36.0,-37.0,-38.2,0.5
327649634,0,-37.0,-37.0,-38.2,0.5
327649634,0,-37.0,-37.0,-38.2,0.5
327649634,0,-37.0,-37.0,-38.1,0.5
327649634,0,-37.0,-37.0,-38.1,0.5
716634673,1,-38.0,-41.0,-42.5,0.5
327649634,0,-37.0,-37.0,-38.1,0.5
327649634,0,-37.0,-37.0,-38.1,0.5
327649634,0,-37.0,-37.0,-38.0,0.5
327649634,0,-37.0,-37.0,-38.0,0.5
327649634,0,-37.0,-37.0,-38.0,0.5
327649634,0,-37.0,-37.0,-38.0,0.5
716634673,1,-39.0,-41.0,-42.4,0.5
327649634,0,-37.0,-37.0,-38.0,0.5
327649634,0,-37.0,-37.0,-38.0,0.5
327649634,0,-37.0,-37.0,-37.9,0.5
327649634,0,-37.0,-37.0,-37.9,0.5
327649634,0,-37.0,-37.0,-37.9,0.5
327649634,0,-37.0,-37.0,-37.9,0.5
716634673,1,-38.0,-41.0,-42.3,0.5
327649634,0,-37.0,-37.0,-37.9,0.5
327649634,0,-36.0,-37.0,-37.9,0.5
327649634,0,-36.0,-37.0,-37.8,0.5
327649634,0,-36.0,-37.0,-37.8,0.5
327649634,0,-36.0,-37.0,-37.8,0.5
327649634,0,-37.0,-37.0,-37.8,0.5
327649634,0,-37.0,-37.0,-37.8,0.5
716634673,1,-39.0,-41.0,-42.3,0.5
327649634,0,-37.0,-37.0,-37.8,0.5
327649634,0,-37.0,-37.0,-37.8,0.5
327649634,0,-37.0,-37.0,-37.8,0.5
327649634,0,-37.0,-37.0,-37.7,0.5
327649634,0,-37.0,-37.0,-37.7,0.5
327649634,0,-37.0,-37.0,-37.7,0.5
327649634,0,-37.0,-37.0,-37.7,0.5
327649634,0,-42.0,-37.0,-37.7,0.5
716634673,1,-41.0,-41.0,-42.2,0.5
327649634,0,-42.0,-37.0,-37.7,0.5
327649634,0,-42.0,-37.0,-37.7,0.5
327649634,0,-42.0,-37.0,-37.7,0.5
327649634,0,-42.0,-37.0,-37.7,0.5
327649634,0,-42.0,-37.0,-37.6,0.5
327649634,0,-42.0,-37.0,-37.6,0.5
327649634,0,-42.0,-37.0,-37.6,0.5
716634673,1,-41.0,-41.0,-42.2,0.5
327649634,0,-42.0,-37.0,-37.6,0.5
327649634,0,-42.0,-37.0,-37.6,0.5
327649634,0,-42.0,-37.0,-37.6,0.5
327649634,0,-42.0,-37.0,-37.6,0.5
327649634,0,-42.0,-37.0,-37.6,0.5
327649634,0,-41.0,-37.0,-37.6,0.5
327649634,0,-41.0,-37.0,-37.6,0.5
327649634,0,-42.0,-37.0,-37.6,0.5
327649634,0,-42.0,-37.0,-37.6,0.5
327649634,0,-42.0,-37.0,-37.5,0.5
327649634,0,-42.0,-37.0,-37.5,0.5
327649634,0,-42.0,-37.0,-37.5,0.5
327649634,0,-41.0,-37.0,-37.5,0.5
327649634,0,-42.0,-37.0,-37.5,0.5
327649634,0,-42.0,-37.0,-37.5,0.5
327649634,0,-42.0,-37.0,-37.5,0.5
327649634,0,-42.0,-39.0,-37.5,0.5
716634673,1,-42.0,-41.0,-42.1,0.5
327649634,0,-42.0,-41.0,-37.6,0.5
327649634,0,-42.0,-41.0,-37.6,0.5
327649634,0,-42.0,-41.5,-37.7,0.5
327649634,0,-42.0,-42.0,-37.7,0.5
327649634,0,-42.0,-42.0,-37.8,0.5
327649634,0,-42.0,-42.0,-37.8,0.5
716634673,1,-42.0,-41.0,-42.1,0.5
327649634,0,-42.0,-42.0,-37.9,0.5
327649634,0,-42.0,-42.0,-38.0,0.5
327649634,0,-42.0,-42.0,-38.0,0.5
281371689,0,-40.0,-40.0,-20.0,0.5
327649634,0,-42.0,-42.0,-38.1,0.5
327649634,0,-42.0,-42.0,-38.2,0.5
327649634,0,-42.0,-42.0,-38.2,0.5
327649634,0,-42.0,-42.0,-38.3,0.5
716634673,1,-41.0,-41.0,-42.1,0.5
327649634,0,-42.0,-42.0,-38.3,0.5
327649634,0,-42.0,-42.0,-38.4,0.5
327649634,0,-42.0,-42.0,-38.5,0.5
327649634,0,-42.0,-42.0,-38.5,0.5
327649634,0,-42.0,-42.0,-38.6,0.5
327649634,0,-42.0,-42.0,-38.7,0.5
327649634,0,-42.0,-42.0,-38.7,0.5
327649634,0,-42.0,-42.0,-38.8,0.5
327649634,0,-42.0,-42.0,-38.9,0.5
327649634,0,-42.0,-42.0,-38.9,0.5
281371689,0,-40.0,-40.0,-28.2,0.5
327649634,0,-42.0,-42.0,-39.0,0.5
327649634,0,-42.0,-42.0,-39.0,0.5
716634673,1,-41.0,-41.0,-42.0,0.5
327649634,0,-42.0,-42.0,-39.1,0.5
327649634,0,-42.0,-42.0,-39.2,0.5
327649634,0,-42.0,-42.0,-39.2,0.5
327649634,0,-42.0,-42.0,-39.3,0.5
281371689,0,-40.0,-40.0,-32.1,0.5
327649634,0,-42.0,-42.0,-39.3,0.5
716634673,1,-41.0,-41.0,-42.0,0.5
327649634,0,-42.0,-42.0,-39.4,0.5
327649634,0,-42.0,-42.0,-39.4,0.5
327649634,0,-40.0,-42.0,-39.5,0.5
281371689,0,-40.0,-40.0,-34.3,0.5
327649634,0,-40.0,-42.0,-39.6,0.5
327649634,0,-40.0,-42.0,-39.6,0.5
327649634,0,-40.0,-42.0,-39.7,0.5
327649634,0,-40.0,-42.0,-39.7,0.5
327649634,0,-40.0,-42.0,-39.8,0.5
716634673,1,-39.0,-41.0,-42.0,0.5
327649634,0,-41.0,-42.0,-39.8,0.5
716634673,1,-39.0,-41.0,-41.9,0.5
327649634,0,-40.0,-42.0,-39.9,0.5
327649634,0,-41.0,-42.0,-39.9,0.5
327649634,0,-41.0,-42.0,-39.9,0.5
281371689,0,-40.0,-40.0,-35.5,0.5
327649634,0,-40.0,-42.0,-40.0,0.5
327649634,0,-40.0,-42.0,-40.0,0.5
327649634,0,-40.0,-42.0,-40.1,0.5
716634673,1,-39.0,-41.0,-41.9,0.5
327649634,0,-40.0,-42.0,-40.1,0.5
327649634,0,-40.0,-42.0,-40.2,0.5
716634673,1,-39.0,-41.0,-41.9,0.5
327649634,0,-40.0,-42.0,-40.2,0.5
281371689,0,-40.0,-40.0,-36.4,0.5
327649634,0,-40.0,-42.0,-40.2,0.5
327649634,0,-40.0,-42.0,-40.3,0.5
327649634,0,-40.0,-42.0,-40.3,0.5
327649634,0,-40.0,-42.0,-40.3,0.5
327649634,0,-40.0,-42.0,-40.4,0.5
281371689,0,-40.0,-40.0,-37.0,0.5
716634673,1,-39.0,-41.0,-41.8,0.5
327649634,0,-40.0,-42.0,-40.4,0.5
327649634,0,-40.0,-42.0,-40.4,0.5
327649634,0,-40.0,-42.0,-40.5,0.5
327649634,0,-40.0,-41.5,-40.5,0.5
327649634,0,-40.0,-41.0,-40.5,0.5
327649634,0,-40.0,-41.0,-40.5,0.5
327649634,0,-41.0,-41.0,-40.5,0.5
716634673,1,-39.0,-41.0,-41.8,0.5
327649634,0,-41.0,-41.0,-40.5,0.5
327649634,0,-40.0,-40.5,-40.5,0.5
327649634,0,-40.0,-40.0,-40.5,0.5
281371689,0,-40.0,-40.0,-37.4,0.5
327649634,0,-40.0,-40.0,-40.5,0.5
327649634,0,-40.0,-40.0,-40.5,0.5
327649634,0,-40.0,-40.0,-40.5,0.5
327649634,0,-40.0,-40.0,-40.5,0.5
716634673,1,-41.0,-41.0,-41.8,0.5
327649634,0,-45.0,-40.0,-40.5,0.5
327649634,0,-45.0,-40.0,-40.5,0.5
327649634,0,-45.0,-40.0,-40.5,0.5
327649634,0,-61.0,-40.0,-40.5,0.5
281371689,0,-40.0,-40.0,-37.8,0.5
327649634,0,-45.0,-40.0,-40.4,0.5
716634673,1,-41.0,-41.0,-41.8,0.5
327649634,0,-45.0,-40.0,-40.4,0.5
327649634,0,-45.0,-40.0,-40.4,0.5
281371689,0,-40.0,-40.0,-38.1,0.5
327649634,0,-45.0,-40.0,-40.4,0.5
327649634,0,-45.0,-40.0,-40.4,0.5
327649634,0,-45.0,-40.0,-40.4,0.5
327649634,0,-45.0,-40.0,-40.4,0.5
281371689,0,-40.0,-40.0,-38.3,0.5
327649634,0,-47.0,-40.0,-40.4,0.5
327649634,0,-45.0,-40.0,-40.4,0.5
327649634,0,-45.0,-40.0,-40.4,0.5
327649634,0,-45.0,-40.0,-40.4,0.5
327649634,0,-45.0,-40.0,-40.4,0.5
327649634,0,-62.0,-40.0,-40.4,0.5
327649634,0,-45.0,-40.0,-40.4,0.5
716634673,1,-41.0,-41.0,-41.7,0.5
281371689,0,-40.0,-40.0,-38.4,0.5
327649634,0,-45.0,-40.0,-40.4,0.5
327649634,0,-46.0,-40.5,-40.4,0.5
327649634,0,-46.0,-41.0,-40.4,0.5
281371689,0,-40.0,-40.0,-38.6,0.5
327649634,0,-46.0,-41.0,-40.4,0.5
327649634,0,-46.0,-41.0,-40.4,0.5
716634673,1,-42.0,-41.0,-41.7,0.5
327649634,0,-46.0,-41.0,-40.4,0.5
327649634,0,-42.0,-42.0,-40.4,0.5
327649634,0,-42.0,-42.0,-40.4,0.5
327649634,0,-41.0,-42.0,-40.5,0.5
327649634,0,-42.0,-42.0,-40.5,0.5
327649634,0,-42.0,-42.0,-40.5,0.5
327649634,0,-42.0,-42.0,-40.5,0.5
327649634,0,-42.0,-42.0,-40.5,0.5
327649634,0,-42.0,-42.0,-40.6,0.5
327649634,0,-42.0,-42.0,-40.6,0.5
327649634,0,-42.0,-42.0,-40.6,0.5
327649634,0,-42.0,-42.0,-40.6,0.5
327649634,0,-42.0,-42.0,-40.6,0.5
327649634,0,-42.0,-42.0,-40.7,0.5
327649634,0,-41.0,-42.0,-40.7,0.5
327649634,0,-41.0,-42.0,-40.7,0.5
327649634,0,-41.0,-42.0,-40.7,0.5
327649634,0,-41.0,-42.0,-40.7,0.5
327649634,0,-41.0,-42.0,-40.7,0.5
327649634,0,-41.0,-42.0,-40.8,0.5
327649634,0,-41.0,-42.0,-40.8,0.5
327649634,0,-39.0,-42.0,-40.8,0.5
327649634,0,-38.0,-42.0,-40.8,0.5
327649634,0,-39.0,-42.0,-40.8,0.5
327649634,0,-39.0,-42.0,-40.8,0.5
327649634,0,-39.0,-42.0,-40.9,0.5
327649634,0,-39.0,-42.0,-40.9,0.5
327649634,0,-40.0,-42.0,-40.9,0.5
327649634,0,-40.0,-42.0,-40.9,0.5
327649634,0,-40.0,-42.0,-40.9,0.5
327649634,0,-40.0,-42.0,-40.9,0.5
327649634,0,-40.0,-42.0,-41.0,0.5
327649634,0,-40.0,-42.0,-41.0,0.5
327649634,0,-40.0,-41.5,-41.0,0.5
327649634,0,-40.0,-41.0,-41.0,0.5
327649634,0,-40.0,-41.0,-41.0,0.5
327649634,0,-40.0,-41.0,-41.0,0.5
327649634,0,-40.0,-41.0,-41.0,0.5
327649634,0,-39.0,-41.0,-41.0,0.5
327649634,0,-40.0,-41.0,-41.0,0.5
327649634,0,-39.0,-41.0,-41.0,0.5
327649634,0,-39.0,-41.0,-41.0,0.5
327649634,0,-39.0,-41.0,-41.0,0.5
327649634,0,-39.0,-41.0,-41.0,0.5
327649634,0,-39.0,-41.0,-41.0,0.5
327649634,0,-39.0,-40.5,-41.0,0.5
327649634,0,-39.0,-40.0,-41.0,0.5
327649634,0,-39.0,-40.0,-40.9,0.5
327649634,0,-39.0,-40.0,-40.9,0.5
327649634,0,-40.0,-40.0,-40.9,0.5
327649634,0,-40.0,-40.0,-40.9,0.5
327649634,0,-40.0,-40.0,-40.9,0.5
281371689,0,-49.0,-55.5,-40.0,0.5
327649634,0,-40.0,-40.0,-40.9,0.5
327649634,0,-40.0,-40.0,-40.9,0.5
327649634,0,-40.0,-40.0,-40.9,0.5
327649634,0,-40.0,-40.0,-40.9,0.5
327649634,0,-40.0,-40.0,-40.9,0.5
281371689,0,-49.0,-54.0,-41.3,0.5
327649634,0,-40.0,-40.0,-40.8,0.5
716634673,1,-46.0,-46.0,-41.8,0.5
327649634,0,-40.0,-40.0,-40.8,0.5
327649634,0,-40.0,-40.0,-40.8,0.5
281371689,0,-49.0,-53.5,-42.4,0.5
327649634,0,-40.0,-40.0,-40.8,0.5
327649634,0,-40.0,-40.0,-40.8,0.5
327649634,0,-40.0,-40.0,-40.8,0.5
327649634,0,-40.0,-40.0,-40.8,0.5
327649634,0,-40.0,-40.0,-40.8,0.5
281371689,0,-49.0,-53.0,-43.5,0.5
327649634,0,-40.0,-40.0,-40.8,0.5
716634673,1,-46.0,-46.0,-42.0,0.5
327649634,0,-40.0,-40.0,-40.8,0.5
327649634,0,-40.0,-40.0,-40.8,0.5
327649634,0,-40.0,-40.0,-40.8,0.5
281371689,0,-49.0,-53.0,-44.4,0.5
327649634,0,-40.0,-40.0,-40.7,0.5
327649634,0,-40.0,-40.0,-40.7,0.5
716634673,1,-46.0,-46.0,-42.1,0.5
327649634,0,-40.0,-40.0,-40.7,0.5
327649634,0,-40.0,-40.0,-40.7,0.5
327649634,0,-40.0,-40.0,-40.7,0.5
327649634,0,-40.0,-40.0,-40.7,0.5
327649634,0,-40.0,-40.0,-40.7,0.5
281371689,0,-49.0,-53.0,-45.2,0.5
327649634,0,-40.0,-40.0,-40.7,0.5
327649634,0,-40.0,-41.5,-40.7,0.5
327649634,0,-40.0,-41.0,-40.7,0.5
327649634,0,-40.0,-40.5,-40.7,0.5
716634673,1,-46.0,-46.0,-42.2,0.5
716634673,1,-46.0,-46.0,-42.3,0.5
327649634,0,-40.0,-40.0,-40.7,0.5
327649634,0,-40.0,-40.0,-40.7,0.5
716634673,1,-46.0,-46.0,-42.4,0.5
327649634,0,-40.0,-40.0,-40.7,0.5
716634673,1,-46.0,-46.0,-42.5,0.5
327649634,0,-40.0,-42.0,-40.7,0.5
327649634,0,-40.0,-42.0,-40.7,0.5
281371689,0,-58.0,-67.0,-33.5,0.5
327649634,0,-40.0,-42.0,-40.7,0.5
281371689,0,-70.0,-67.0,-48.7,0.5
327649634,0,-40.0,-42.0,-40.7,0.5
281371689,0,-76.0,-68.0,-56.0,1.5
327649634,0,-40.0,-41.0,-40.7,0.5
327649634,0,-40.0,-40.0,-40.7,0.5
281371689,0,-55.0,-67.0,-59.4,1.5
327649634,0,-40.0,-40.0,-40.7,0.5
281371689,0,-56.0,-67.0,-61.4,1.5
327649634,0,-40.0,-40.0,-40.7,0.5
327649634,0,-40.0,-40.0,-40.7,0.5
281371689,0,-53.0,-67.0,-62.6,1.5
281371689,0,-56.0,-66.5,-63.3,1.5
327649634,0,-68.0,-68.5,-41.0,0.5
281371689,0,-66.0,-66.0,-63.8,1.5
281371689,0,-74.0,-66.0,-64.1,1.5
327649634,0,-67.0,-68.0,-41.3,0.5
281371689,0,-74.0,-66.5,-64.4,1.5
327649634,0,-67.0,-68.0,-41.8,0.5
281371689,0,-73.0,-67.0,-64.7,1.5
281371689,0,-74.0,-67.0,-64.9,1.5
327649634,0,-67.0,-68.0,-42.3,0.5
281371689,0,-73.0,-67.0,-65.1,3.5
327649634,0,-69.0,-68.0,-42.9,0.5
281371689,0,-66.0,-67.0,-65.3,3.5
281371689,0,-67.0,-67.0,-65.4,3.5
327649634,0,-69.0,-68.0,-43.6,0.5
281371689,0,-66.0,-67.0,-65.6,3.5
281371689,0,-67.0,-67.0,-65.7,3.5
281371689,0,-67.0,-67.0,-65.8,3.5
327649634,0,-68.0,-68.0,-44.5,0.5
281371689,0,-65.0,-67.0,-65.8,3.5
327649634,0,-68.0,-68.0,-45.5,0.5
281371689,0,-65.0,-67.0,-65.9,3.5
327649634,0,-68.0,-68.0,-46.6,0.5
327649634,0,-68.0,-68.0,-47.9,0.5
281371689,0,-65.0,-67.0,-66.0,3.5
327649634,0,-68.0,-68.0,-49.2,0.5
281371689,0,-65.0,-66.5,-66.0,3.5
327649634,0,-68.0,-68.0,-50.6,0.5
327649634,0,-68.0,-68.0,-51.9,0.5
281371689,0,-74.0,-67.0,-66.1,3.5
281371689,0,-73.0,-67.0,-66.1,3.5
327649634,0,-67.0,-68.0,-53.3,0.5
281371689,0,-73.0,-67.0,-66.2,3.5
327649634,0,-67.0,-68.0,-54.6,0.5
281371689,0,-74.0,-67.0,-66.2,3.5
327649634,0,-67.0,-68.0,-55.9,1.5
281371689,0,-73.0,-67.0,-66.2,3.5
327649634,0,-68.0,-68.0,-57.1,1.5
327649634,0,-68.0,-68.0,-58.1,1.5
281371689,0,-70.0,-67.0,-66.3,3.5
281371689,0,-67.0,-67.0,-66.3,3.5
281371689,0,-65.0,-67.0,-66.3,3.5
281371689,0,-65.0,-67.0,-66.4,3.5
327649634,0,-69.0,-68.0,-59.1,1.5
281371689,0,-65.0,-67.0,-66.4,3.5
281371689,0,-67.0,-67.0,-66.4,3.5
281371689,0,-67.0,-67.0,-66.4,3.5
281371689,0,-66.0,-67.0,-66.4,3.5
281371689,0,-65.0,-67.0,-66.5,3.5
327649634,0,-69.0,-68.0,-60.0,1.5
281371689,0,-65.0,-66.5,-66.5,3.5
281371689,0,-65.0,-66.0,-66.5,3.5
281371689,0,-67.0,-66.5,-66.5,3.5
281371689,0,-67.0,-67.0,-66.5,3.5
281371689,0,-69.0,-67.0,-66.5,3.5
281371689,0,-71.0,-67.0,-66.5,3.5
281371689,0,-67.0,-67.0,-66.5,3.5
281371689,0,-69.0,-67.0,-66.5,3.5
281371689,0,-68.0,-67.0,-66.5,3.5
281371689,0,-68.0,-67.0,-66.6,3.5
327649634,0,-68.0,-68.0,-60.7,1.5
281371689,0,-70.0,-67.0,-66.6,3.5
281371689,0,-68.0,-67.0,-66.6,3.5
281371689,0,-68.0,-67.0,-66.6,3.5
281371689,0,-65.0,-67.0,-66.6,3.5
281371689,0,-66.0,-67.0,-66.6,3.5
327649634,0,-67.0,-68.0,-61.4,1.5
281371689,0,-70.0,-67.0,-66.6,3.5
281371689,0,-68.0,-67.0,-66.6,3.5
281371689,0,-67.0,-67.0,-66.6,3.5
281371689,0,-66.0,-67.0,-66.6,3.5
327649634,0,-68.0,-68.0,-62.0,1.5
281371689,0,-68.0,-67.0,-66.6,3.5
281371689,0,-67.0,-67.0,-66.7,3.5
281371689,0,-68.0,-67.0,-66.7,3.5
281371689,0,-67.0,-67.0,-66.7,3.5
281371689,0,-68.0,-67.0,-66.7,3.5
327649634,0,-71.0,-68.0,-62.5,1.5
281371689,0,-69.0,-67.0,-66.7,3.5
281371689,0,-65.0,-67.0,-66.7,3.5
281371689,0,-66.0,-67.0,-66.7,3.5
