id,phone,timestamp,rssi_raw,rssi_median,rssi_kalman,distance
224577689,0,1660508286,-58.0,-63.0,-61.5,1.5
251879309,0,1660508286,-36.0,-36.0,-35.8,0.5
251879309,0,1660508287,-36.0,-36.0,-35.8,0.5
224577689,0,1660508287,-59.0,-63.0,-61.6,1.5
251879309,0,1660508287,-36.0,-36.0,-35.8,0.5
224577689,0,1660508287,-59.0,-63.0,-61.6,1.5
251879309,0,1660508287,-36.0,-36.0,-35.8,0.5
251879309,0,1660508287,-36.0,-36.0,-35.8,0.5
224577689,0,1660508287,-59.0,-63.0,-61.7,1.5
251879309,0,1660508287,-36.0,-36.0,-35.8,0.5
251879309,0,1660508287,-36.0,-36.0,-35.8,0.5
251879309,0,1660508287,-36.0,-36.0,-35.8,0.5
224577689,0,1660508287,-60.0,-62.5,-61.7,1.5
251879309,0,1660508287,-36.0,-36.0,-35.8,0.5
251879309,0,1660508287,-36.0,-36.0,-35.8,0.5
224577689,0,1660508287,-60.0,-62.0,-61.7,1.5
224577689,0,1660508287,-60.0,-62.0,-61.7,1.5
251879309,0,1660508287,-36.0,-36.0,-35.8,0.5
224577689,0,1660508287,-60.0,-62.0,-61.8,1.5
224577689,0,1660508287,-60.0,-62.0,-61.8,1.5
224577689,0,1660508287,-60.0,-62.0,-61.8,1.5
224577689,0,1660508287,-59.0,-62.0,-61.8,1.5
251879309,0,1660508287,-37.0,-36.0,-35.8,0.5
251879309,0,1660508287,-37.0,-36.0,-35.8,0.5
224577689,0,1660508287,-60.0,-62.0,-61.8,1.5
251879309,0,1660508287,-37.0,-36.0,-35.8,0.5
251879309,0,1660508287,-37.0,-36.0,-35.8,0.5
224577689,0,1660508287,-60.0,-61.5,-61.8,1.5
224577689,0,1660508287,-60.0,-61.0,-61.8,1.5
224577689,0,1660508287,-60.0,-60.5,-61.7,1.5
251879309,0,1660508287,-38.0,-36.0,-35.8,0.5
224577689,0,1660508288,-60.0,-60.0,-61.7,1.5
224577689,0,1660508288,-60.0,-60.0,-61.6,1.5
224577689,0,1660508288,-60.0,-60.0,-61.6,1.5
251879309,0,1660508288,-38.0,-36.0,-35.8,0.5
224577689,0,1660508288,-60.0,-60.0,-61.5,1.5
224577689,0,1660508288,-60.0,-60.0,-61.5,1.5
224577689,0,1660508288,-60.0,-60.0,-61.4,1.5
251879309,0,1660508288,-37.0,-36.0,-35.9,0.5
251879309,0,1660508288,-37.0,-36.0,-35.9,0.5
224577689,0,1660508288,-60.0,-60.0,-61.4,1.5
251879309,0,1660508288,-37.0,-36.0,-35.9,0.5
224577689,0,1660508288,-61.0,-60.0,-61.4,1.5
251879309,0,1660508288,-37.0,-36.0,-35.9,0.5
224577689,0,1660508288,-60.0,-60.0,-61.3,1.5
251879309,0,1660508288,-37.0,-36.0,-35.9,0.5
224577689,0,1660508288,-60.0,-60.0,-61.3,1.5
251879309,0,1660508288,-37.0,-36.0,-35.9,0.5
224577689,0,1660508288,-61.0,-60.0,-61.3,1.5
224577689,0,1660508288,-60.0,-60.0,-61.2,1.5
251879309,0,1660508288,-37.0,-36.0,-35.9,0.5
251879309,0,1660508288,-37.0,-36.0,-35.9,0.5
251879309,0,1660508288,-37.0,-36.5,-35.9,0.5
251879309,0,1660508288,-37.0,-37.0,-35.9,0.5
224577689,0,1660508288,-62.0,-60.0,-61.2,1.5
251879309,0,1660508288,-37.0,-37.0,-35.9,0.5
224577689,0,1660508288,-61.0,-60.0,-61.2,1.5
251879309,0,1660508288,-37.0,-37.0,-35.9,0.5
224577689,0,1660508288,-61.0,-60.0,-61.1,1.5
251879309,0,1660508288,-37.0,-37.0,-35.9,0.5
224577689,0,1660508288,-62.0,-60.0,-61.1,1.5
251879309,0,1660508288,-38.0,-37.0,-36.0,0.5
224577689,0,1660508288,-61.0,-60.0,-61.1,1.5
224577689,0,1660508288,-62.0,-60.0,-61.0,1.5
251879309,0,1660508288,-37.0,-37.0,-36.0,0.5
224577689,0,1660508288,-61.0,-60.0,-61.0,1.5
224577689,0,1660508288,-61.0,-60.0,-61.0,1.5
251879309,0,1660508288,-38.0,-37.0,-36.0,0.5
251879309,0,1660508288,-38.0,-37.0,-36.0,0.5
224577689,0,1660508288,-61.0,-60.0,-61.0,1.5
251879309,0,1660508288,-38.0,-37.0,-36.0,0.5
224577689,0,1660508288,-62.0,-60.0,-61.0,1.5
251879309,0,1660508351,-72.0,-73.5,-36.5,0.5
224577689,0,1660508352,-89.0,-70.0,-61.2,1.5
251879309,0,1660508352,-85.0,-75.0,-37.2,0.5
224577689,0,1660508352,-89.0,-70.0,-61.4,1.5
251879309,0,1660508352,-84.0,-75.5,-38.2,0.5
251879309,0,1660508352,-85.0,-76.0,-39.5,0.5
251879309,0,1660508352,-86.0,-76.0,-41.1,0.5
251879309,0,1660508352,-82.0,-76.0,-43.1,0.5
251879309,0,1660508353,-83.0,-76.0,-45.4,0.5
224577689,0,1660508353,-88.0,-70.0,-61.6,1.5
251879309,0,1660508405,-78.0,-76.0,-48.1,0.5
224577689,0,1660508405,-68.0,-70.0,-61.8,1.5
251879309,0,1660508405,-78.0,-76.0,-50.9,0.5
224577689,0,1660508405,-69.0,-70.0,-62.0,1.5
251879309,0,1660508405,-77.0,-76.0,-53.8,0.5
224577689,0,1660508405,-68.0,-70.0,-62.3,1.5
224577689,0,1660508406,-68.0,-70.0,-62.5,1.5
224577689,0,1660508406,-68.0,-70.0,-62.8,1.5
251879309,0,1660508406,-77.0,-76.5,-56.6,1.5
224577689,0,1660508406,-68.0,-69.5,-63.0,1.5
251879309,0,1660508406,-77.0,-77.0,-59.4,1.5
224577689,0,1660508406,-69.0,-69.0,-63.2,1.5
251879309,0,1660508406,-77.0,-77.0,-61.8,1.5
390275417,1,1660508406,-93.0,-92.5,-80.4,3.5
224577689,0,1660508406,-69.0,-69.0,-63.4,1.5
251879309,0,1660508406,-72.0,-77.0,-63.9,1.5
251879309,0,1660508407,-72.0,-76.5,-65.7,3.5
224577689,0,1660508407,-69.0,-69.0,-63.6,1.5
251879309,0,1660508407,-72.0,-76.0,-67.1,3.5
390275417,1,1660508407,-92.0,-92.0,-82.1,3.5
224577689,0,1660508407,-69.0,-69.0,-63.8,1.5
251879309,0,1660508407,-72.0,-76.0,-68.2,3.5
390275417,1,1660508407,-92.0,-92.0,-83.5,3.5
224577689,0,1660508407,-69.0,-69.0,-64.0,1.5
224577689,0,1660508407,-69.0,-69.0,-64.2,1.5
390275417,1,1660508407,-93.0,-92.0,-84.6,3.5
251879309,0,1660508407,-72.0,-76.0,-69.2,3.5
251879309,0,1660508407,-72.0,-76.0,-70.0,3.5
390275417,1,1660508407,-94.0,-92.5,-85.6,8.0
224577689,0,1660508408,-87.0,-69.0,-64.4,1.5
251879309,0,1660508408,-84.0,-76.0,-70.7,3.5
224577689,0,1660508408,-87.0,-69.0,-64.5,1.5
251879309,0,1660508408,-84.0,-76.0,-71.2,3.5
251879309,0,1660508408,-84.0,-76.0,-71.7,3.5
251879309,0,1660508409,-84.0,-76.5,-72.2,3.5
251879309,0,1660508409,-83.0,-77.0,-72.6,3.5
224577689,0,1660508465,-69.0,-69.0,-64.7,1.5
251879309,0,1660508465,-77.0,-77.0,-73.0,3.5
224577689,0,1660508465,-69.0,-69.0,-64.9,1.5
224577689,0,1660508466,-69.0,-69.0,-65.0,3.5
251879309,0,1660508466,-77.0,-77.0,-73.3,3.5
224577689,0,1660508466,-69.0,-69.0,-65.2,3.5
224577689,0,1660508466,-70.0,-69.0,-65.3,3.5
224577689,0,1660508466,-69.0,-69.0,-65.5,3.5
251879309,0,1660508466,-72.0,-77.0,-73.6,3.5
251879309,0,1660508467,-72.0,-74.5,-73.7,3.5
251879309,0,1660508467,-72.0,-72.0,-73.6,3.5
251879309,0,1660508467,-72.0,-72.0,-73.5,3.5
224577689,0,1660508467,-70.0,-69.0,-65.6,3.5
224577689,0,1660508467,-70.0,-69.0,-65.8,3.5
224577689,0,1660508467,-70.0,-69.0,-65.9,3.5
251879309,0,1660508468,-72.0,-77.0,-73.7,3.5
224577689,0,1660508468,-70.0,-70.0,-66.0,3.5
251879309,0,1660508468,-84.0,-77.0,-73.9,3.5
251879309,0,1660508468,-85.0,-80.0,-74.3,3.5
224577689,0,1660508468,-89.0,-70.0,-66.2,3.5
251879309,0,1660508468,-83.0,-83.0,-74.8,3.5
251879309,0,1660508468,-84.0,-83.0,-75.3,8.0
224577689,0,1660508468,-89.0,-70.0,-66.3,3.5
251879309,0,1660508468,-84.0,-83.0,-75.8,8.0
224577689,0,1660508469,-88.0,-70.0,-66.5,3.5
224577689,0,1660508469,-88.0,-70.0,-66.6,3.5
224577689,0,1660508469,-89.0,-70.0,-66.7,3.5
251879309,0,1660508516,-77.0,-77.0,-75.9,8.0
224577689,0,1660508516,-71.0,-70.0,-66.9,3.5
224577689,0,1660508517,-69.0,-70.0,-67.0,3.5
251879309,0,1660508517,-78.0,-77.0,-75.9,8.0
224577689,0,1660508517,-70.0,-70.0,-67.1,3.5
251879309,0,1660508517,-74.0,-77.0,-76.0,8.0
224577689,0,1660508517,-69.0,-70.0,-67.2,3.5
251879309,0,1660508517,-76.0,-77.0,-76.0,8.0
224577689,0,1660508517,-69.0,-70.0,-67.3,3.5
224577689,0,1660508517,-69.0,-70.0,-67.4,3.5
251879309,0,1660508517,-76.0,-77.0,-76.1,8.0
224577689,0,1660508517,-70.0,-70.0,-67.5,3.5
390275417,1,1660508518,-91.0,-92.0,-46.0,0.5
251879309,0,1660508518,-72.0,-76.5,-76.1,8.0
224577689,0,1660508518,-71.0,-70.0,-67.6,3.5
251879309,0,1660508518,-72.0,-76.0,-76.1,8.0
224577689,0,1660508518,-71.0,-70.0,-67.7,3.5
251879309,0,1660508518,-73.0,-76.0,-76.1,8.0
224577689,0,1660508518,-71.0,-70.0,-67.7,3.5
390275417,1,1660508518,-94.0,-92.0,-68.5,1.5
251879309,0,1660508518,-72.0,-76.0,-76.1,8.0
224577689,0,1660508518,-70.0,-70.0,-67.8,3.5
390275417,1,1660508518,-93.0,-92.0,-78.3,3.5
251879309,0,1660508519,-71.0,-75.0,-76.1,8.0
224577689,0,1660508519,-70.0,-70.0,-67.9,3.5
251879309,0,1660508519,-71.0,-74.0,-76.0,8.0
224577689,0,1660508519,-70.0,-70.0,-68.0,3.5
251879309,0,1660508519,-86.0,-75.0,-75.9,8.0
224577689,0,1660508519,-90.0,-70.0,-68.0,3.5
224577689,0,1660508519,-89.0,-70.0,-68.1,3.5
224577689,0,1660508520,-92.0,-70.0,-68.2,3.5
251879309,0,1660508581,-74.0,-84.0,-42.0,0.5
251879309,0,1660508581,-75.0,-84.0,-62.1,1.5
251879309,0,1660508582,-75.0,-84.0,-71.0,3.5
251879309,0,1660508582,-74.0,-84.0,-75.3,8.0
251879309,0,1660508582,-83.0,-83.5,-77.5,8.0
390275417,1,1660508624,-94.0,-94.0,-83.6,3.5
251879309,0,1660508624,-73.0,-79.0,-39.5,0.5
251879309,0,1660508625,-72.0,-78.0,-57.7,1.5
251879309,0,1660508625,-71.0,-77.5,-65.5,3.5
390275417,1,1660508625,-96.0,-94.0,-86.6,8.0
251879309,0,1660508625,-71.0,-77.0,-69.2,3.5
251879309,0,1660508625,-81.0,-77.5,-71.4,3.5
251879309,0,1660508625,-81.0,-78.0,-72.9,3.5
251879309,0,1660508626,-79.0,-78.5,-73.9,3.5
251879309,0,1660508626,-84.0,-79.0,-74.8,3.5
251879309,0,1660508670,-35.0,-77.0,-75.1,8.0
251879309,0,1660508670,-35.0,-77.0,-75.4,8.0
251879309,0,1660508670,-35.0,-75.0,-75.3,8.0
251879309,0,1660508670,-35.0,-73.0,-75.1,8.0
251879309,0,1660508670,-35.0,-73.0,-74.9,3.5
251879309,0,1660508670,-35.0,-73.0,-74.7,3.5
251879309,0,1660508670,-35.0,-72.5,-74.5,3.5
251879309,0,1660508670,-35.0,-72.0,-74.3,3.5
251879309,0,1660508670,-35.0,-71.5,-74.1,3.5
251879309,0,1660508670,-35.0,-71.0,-73.9,3.5
251879309,0,1660508670,-35.0,-71.0,-73.7,3.5
251879309,0,1660508670,-35.0,-71.0,-73.5,3.5
251879309,0,1660508670,-35.0,-53.0,-72.2,3.5
251879309,0,1660508670,-35.0,-35.0,-69.5,3.5
251879309,0,1660508670,-35.0,-35.0,-66.4,3.5
251879309,0,1660508670,-35.0,-35.0,-63.0,1.5
251879309,0,1660508670,-35.0,-35.0,-59.6,1.5
251879309,0,1660508670,-34.0,-35.0,-56.2,1.5
251879309,0,1660508670,-35.0,-35.0,-53.1,0.5
251879309,0,1660508671,-35.0,-35.0,-50.4,0.5
251879309,0,1660508671,-35.0,-35.0,-48.1,0.5
251879309,0,1660508671,-35.0,-35.0,-46.1,0.5
251879309,0,1660508671,-35.0,-35.0,-44.5,0.5
251879309,0,1660508671,-35.0,-35.0,-43.2,0.5
251879309,0,1660508671,-35.0,-35.0,-42.2,0.5
251879309,0,1660508671,-35.0,-35.0,-41.3,0.5
251879309,0,1660508671,-35.0,-35.0,-40.5,0.5
251879309,0,1660508671,-35.0,-35.0,-39.9,0.5
251879309,0,1660508671,-35.0,-35.0,-39.4,0.5
251879309,0,1660508671,-35.0,-35.0,-39.0,0.5
251879309,0,1660508671,-34.0,-35.0,-38.6,0.5
251879309,0,1660508671,-34.0,-35.0,-38.3,0.5
251879309,0,1660508671,-34.0,-35.0,-38.0,0.5
251879309,0,1660508671,-34.0,-35.0,-37.8,0.5
251879309,0,1660508671,-34.0,-35.0,-37.6,0.5
251879309,0,1660508671,-34.0,-35.0,-37.4,0.5
251879309,0,1660508671,-34.0,-35.0,-37.2,0.5
251879309,0,1660508671,-34.0,-35.0,-37.1,0.5
251879309,0,1660508671,-33.0,-35.0,-36.9,0.5
251879309,0,1660508671,-33.0,-35.0,-36.8,0.5
251879309,0,1660508672,-34.0,-35.0,-36.7,0.5
251879309,0,1660508672,-34.0,-35.0,-36.6,0.5
251879309,0,1660508672,-34.0,-35.0,-36.5,0.5
251879309,0,1660508672,-33.0,-35.0,-36.4,0.5
251879309,0,1660508672,-33.0,-35.0,-36.4,0.5
251879309,0,1660508672,-34.0,-35.0,-36.3,0.5
251879309,0,1660508672,-33.0,-35.0,-36.2,0.5
251879309,0,1660508672,-34.0,-35.0,-36.2,0.5
251879309,0,1660508672,-34.0,-35.0,-36.1,0.5
251879309,0,1660508672,-33.0,-35.0,-36.1,0.5
251879309,0,1660508672,-33.0,-35.0,-36.0,0.5
390275417,1,1660508672,-93.0,-93.0,-88.1,8.0
251879309,0,1660508672,-33.0,-35.0,-36.0,0.5
251879309,0,1660508672,-34.0,-35.0,-36.0,0.5
251879309,0,1660508672,-33.0,-34.5,-35.9,0.5
251879309,0,1660508672,-33.0,-34.0,-35.8,0.5
251879309,0,1660508672,-33.0,-34.0,-35.8,0.5
251879309,0,1660508672,-33.0,-34.0,-35.7,0.5
251879309,0,1660508672,-33.0,-34.0,-35.6,0.5
390275417,1,1660508672,-93.0,-93.0,-89.1,8.0
251879309,0,1660508672,-34.0,-34.0,-35.6,0.5
251879309,0,1660508672,-34.0,-34.0,-35.5,0.5
251879309,0,1660508672,-37.0,-34.0,-35.5,0.5
251879309,0,1660508672,-37.0,-34.0,-35.4,0.5
251879309,0,1660508672,-37.0,-34.0,-35.4,0.5
251879309,0,1660508672,-37.0,-34.0,-35.3,0.5
251879309,0,1660508672,-37.0,-34.0,-35.3,0.5
251879309,0,1660508673,-37.0,-34.0,-35.3,0.5
251879309,0,1660508673,-37.0,-34.0,-35.2,0.5
251879309,0,1660508673,-37.0,-34.0,-35.2,0.5
251879309,0,1660508673,-37.0,-34.0,-35.2,0.5
251879309,0,1660508673,-37.0,-34.0,-35.1,0.5
251879309,0,1660508673,-37.0,-34.0,-35.1,0.5
251879309,0,1660508673,-37.0,-34.0,-35.1,0.5
251879309,0,1660508673,-37.0,-34.0,-35.0,0.5
251879309,0,1660508673,-37.0,-34.0,-35.0,0.5
251879309,0,1660508673,-37.0,-34.0,-35.0,0.5
251879309,0,1660508673,-37.0,-34.0,-35.0,0.5
251879309,0,1660508673,-37.0,-34.0,-34.9,0.5
251879309,0,1660508673,-37.0,-34.0,-34.9,0.5
251879309,0,1660508673,-37.0,-34.0,-34.9,0.5
251879309,0,1660508673,-37.0,-34.0,-34.9,0.5
251879309,0,1660508673,-37.0,-34.0,-34.8,0.5
251879309,0,1660508673,-37.0,-34.0,-34.8,0.5
251879309,0,1660508673,-37.0,-34.0,-34.8,0.5
251879309,0,1660508673,-37.0,-34.0,-34.8,0.5
251879309,0,1660508674,-37.0,-35.5,-34.8,0.5
251879309,0,1660508674,-37.0,-37.0,-34.9,0.5
251879309,0,1660508730,-34.0,-37.0,-34.9,0.5
224577689,0,1660508730,-66.0,-66.5,-33.3,0.5
224577689,0,1660508730,-67.0,-67.0,-48.6,0.5
251879309,0,1660508730,-34.0,-37.0,-34.9,0.5
224577689,0,1660508731,-66.0,-66.5,-55.4,1.5
251879309,0,1660508731,-34.0,-37.0,-35.0,0.5
251879309,0,1660508731,-34.0,-37.0,-35.0,0.5
251879309,0,1660508731,-34.0,-37.0,-35.1,0.5
224577689,0,1660508731,-66.0,-67.0,-58.9,1.5
390275417,1,1660508731,-91.0,-92.5,-89.7,8.0
251879309,0,1660508731,-34.0,-37.0,-35.1,0.5
390275417,1,1660508731,-91.0,-92.0,-90.0,8.0
224577689,0,1660508731,-67.0,-67.0,-61.0,1.5
251879309,0,1660508731,-33.0,-37.0,-35.2,0.5
224577689,0,1660508731,-67.0,-67.0,-62.3,1.5
390275417,1,1660508731,-91.0,-92.0,-90.3,8.0
251879309,0,1660508731,-33.0,-37.0,-35.2,0.5
251879309,0,1660508732,-34.0,-37.0,-35.2,0.5
390275417,1,1660508732,-91.0,-91.0,-90.4,8.0
251879309,0,1660508732,-34.0,-37.0,-35.3,0.5
224577689,0,1660508732,-67.0,-67.0,-63.2,1.5
251879309,0,1660508732,-34.0,-37.0,-35.3,0.5
251879309,0,1660508732,-34.0,-37.0,-35.4,0.5
224577689,0,1660508732,-67.0,-67.0,-63.8,1.5
251879309,0,1660508732,-34.0,-37.0,-35.4,0.5
251879309,0,1660508733,-36.0,-37.0,-35.4,0.5
251879309,0,1660508733,-36.0,-37.0,-35.5,0.5
251879309,0,1660508733,-36.0,-37.0,-35.5,0.5
224577689,0,1660508733,-98.0,-67.0,-64.3,1.5
251879309,0,1660508733,-36.0,-37.0,-35.5,0.5
251879309,0,1660508734,-37.0,-34.0,-35.5,0.5
251879309,0,1660508734,-37.0,-34.0,-35.5,0.5
251879309,0,1660508788,-34.0,-34.0,-35.4,0.5
251879309,0,1660508788,-34.0,-34.0,-35.4,0.5
251879309,0,1660508789,-34.0,-34.0,-35.4,0.5
251879309,0,1660508789,-34.0,-34.0,-35.3,0.5
251879309,0,1660508789,-35.0,-34.0,-35.3,0.5
251879309,0,1660508789,-33.0,-34.0,-35.3,0.5
251879309,0,1660508790,-33.0,-34.0,-35.3,0.5
251879309,0,1660508790,-33.0,-34.0,-35.2,0.5
251879309,0,1660508790,-33.0,-34.0,-35.2,0.5
251879309,0,1660508790,-34.0,-34.0,-35.2,0.5
251879309,0,1660508790,-34.0,-34.0,-35.2,0.5
251879309,0,1660508791,-34.0,-34.0,-35.1,0.5
251879309,0,1660508791,-36.0,-34.0,-35.1,0.5
251879309,0,1660508791,-37.0,-34.0,-35.1,0.5
251879309,0,1660508791,-37.0,-34.0,-35.1,0.5
251879309,0,1660508791,-37.0,-34.0,-35.1,0.5
224577689,0,1660508791,-100.0,-66.5,-33.3,0.5
251879309,0,1660508791,-37.0,-34.0,-35.0,0.5
224577689,0,1660508792,-92.0,-67.0,-48.6,0.5
251879309,0,1660508792,-37.0,-34.0,-35.0,0.5
224577689,0,1660508856,-70.0,-68.0,-55.9,1.5
251879309,0,1660508856,-34.0,-34.0,-35.0,0.5
224577689,0,1660508856,-69.0,-68.0,-59.7,1.5
251879309,0,1660508857,-34.0,-34.0,-35.0,0.5
224577689,0,1660508857,-69.0,-68.0,-61.8,1.5
251879309,0,1660508857,-33.0,-34.0,-35.0,0.5
251879309,0,1660508857,-37.0,-34.0,-35.0,0.5
224577689,0,1660508857,-82.0,-68.0,-63.2,1.5
251879309,0,1660508857,-37.0,-34.0,-34.9,0.5
251879309,0,1660508857,-37.0,-34.0,-34.9,0.5
224577689,0,1660508857,-82.0,-68.5,-64.2,1.5
251879309,0,1660508858,-37.0,-34.0,-34.9,0.5
224577689,0,1660508858,-82.0,-69.0,-65.0,1.5
251879309,0,1660508858,-37.0,-34.0,-34.9,0.5
224577689,0,1660508858,-81.0,-69.0,-65.6,3.5
224577689,0,1660508858,-81.0,-69.0,-66.0,3.5
224577689,0,1660508899,-67.0,-69.0,-66.4,3.5
224577689,0,1660508899,-68.0,-69.0,-66.7,3.5
251879309,0,1660508899,-35.0,-34.0,-34.9,0.5
251879309,0,1660508899,-35.0,-34.0,-34.9,0.5
224577689,0,1660508899,-68.0,-68.5,-66.9,3.5
251879309,0,1660508900,-35.0,-34.0,-34.8,0.5
224577689,0,1660508900,-68.0,-68.0,-67.0,3.5
